Orthogroup	Node	Bootstrap	Paralog1	Paralog2
syn_tree/RAxML_bipartitions.0000738.cds.aln.raxml.out	N15	46	gnl_Anaco_Aco004447.mRNA1	gnl_Anaco_Aco005668.mRNA1
syn_tree/RAxML_bipartitions.0000738.cds.aln.raxml.out	N12	41	gnl_Anaco_Aco012888.mRNA1	gnl_Anaco_Aco011645.mRNA1
syn_tree/RAxML_bipartitions.0000740.cds.aln.raxml.out	N5	46	gnl_Phaeq_PEQU_02332	gnl_Phaeq_PEQU_32881
syn_tree/RAxML_bipartitions.0000741.cds.aln.raxml.out	N14	20	gnl_Aspof_V1_evm.model.AsparagusV1_01.2876	gnl_Aspof_V1_evm.model.AsparagusV1_01.2973
syn_tree/RAxML_bipartitions.0000741.cds.aln.raxml.out	N8	79	gnl_Aspof_V1_evm.model.AsparagusV1_01.2972	gnl_Aspof_V1_evm.model.AsparagusV1_01.2876
syn_tree/RAxML_bipartitions.0000741.cds.aln.raxml.out	N5	48	gnl_Denca_Dca011772	gnl_Denca_Dca011773
syn_tree/RAxML_bipartitions.0000741.cds.aln.raxml.out	N11	100	gnl_Sorbi_v2.1_Sobic.006G244400.1	gnl_Sorbi_v2.1_Sobic.006G244500.1
syn_tree/RAxML_bipartitions.0000742.cds.aln.raxml.out	N14	31	gnl_Yucal_TR59933_c0_g2_i1	gnl_Yucal_TR61324_c0_g1_i1
syn_tree/RAxML_bipartitions.0000742.cds.aln.raxml.out	N5	99	gnl_Denca_Dca011156	gnl_Denca_Dca002097
syn_tree/RAxML_bipartitions.0000742.cds.aln.raxml.out	N3	43	gnl_Vitvi_Genoscope.12X_GSVIVT01009020001	gnl_Vitvi_Genoscope.12X_GSVIVT01038732001
syn_tree/RAxML_bipartitions.0000742.cds.aln.raxml.out	N12	86	gnl_Anaco_Aco009711.mRNA1	gnl_Anaco_Aco000231.mRNA1
syn_tree/RAxML_bipartitions.0000742.cds.aln.raxml.out	N3	53	gnl_Vitvi_Genoscope.12X_GSVIVT01025489001	gnl_Vitvi_Genoscope.12X_GSVIVT01033396001
syn_tree/RAxML_bipartitions.0000742.cds.aln.raxml.out	N11	96	gnl_Orysa_v7.0_LOC_Os11g37090.1	gnl_Orysa_v7.0_LOC_Os12g30520.1
syn_tree/RAxML_bipartitions.0000742.cds.aln.raxml.out	N5	97	gnl_Denca_Dca006085	gnl_Denca_Dca002631
syn_tree/RAxML_bipartitions.0000746.cds.aln.raxml.out	N14	15	gnl_Denca_Dca014370	gnl_Denca_Dca007926
syn_tree/RAxML_bipartitions.0000746.cds.aln.raxml.out	N7	98	gnl_Aspof_V1_evm.model.AsparagusV1_10.1863	gnl_Aspof_V1_evm.model.AsparagusV1_04.283
syn_tree/RAxML_bipartitions.0000747.cds.aln.raxml.out	N11	98	gnl_Bradi1.2_Bradi1g20360.1	gnl_Bradi1.2_Bradi1g61330.1
syn_tree/RAxML_bipartitions.0000747.cds.aln.raxml.out	N11	97	gnl_Orysa_v7.0_LOC_Os02g15310.1	gnl_Orysa_v7.0_LOC_Os12g38430.1
syn_tree/RAxML_bipartitions.0000753.cds.aln.raxml.out	N16	31	gnl_Acoam_MTII-2033183-Acorus_americanus	gnl_Acoam_MTII-2030776-Acorus_americanus
syn_tree/RAxML_bipartitions.0000753.cds.aln.raxml.out	N6	95	gnl_Aspof_V1_evm.model.AsparagusV1_03.1231	gnl_Aspof_V1_evm.model.AsparagusV1_07.3770
syn_tree/RAxML_bipartitions.0000754.cds.aln.raxml.out	N11	98	gnl_Orysa_v7.0_LOC_Os06g14750.1	gnl_Orysa_v7.0_LOC_Os08g33200.1
syn_tree/RAxML_bipartitions.0000754.cds.aln.raxml.out	N6	86	Asasp_c16729_g1_i1	Asasp_c16094_g1_i1
syn_tree/RAxML_bipartitions.0000754.cds.aln.raxml.out	N5	32	gnl_Denca_Dca007262	gnl_Denca_Dca015787
syn_tree/RAxML_bipartitions.0000754.cds.aln.raxml.out	N3	81	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_25.186	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_82.49
syn_tree/RAxML_bipartitions.0000755.cds.aln.raxml.out	N16	60	gnl_Aspof_V1_evm.model.AsparagusV1_07.769	gnl_Aspof_V1_evm.model.AsparagusV1_08.3293
syn_tree/RAxML_bipartitions.0000755.cds.aln.raxml.out	N7	94	gnl_Yucal_TR13469_c0_g1_i2	gnl_Yucal_TR53142_c1_g1_i1
syn_tree/RAxML_bipartitions.0000755.cds.aln.raxml.out	N17	82	gnl_Vitvi_Genoscope.12X_GSVIVT01019427001	gnl_Vitvi_Genoscope.12X_GSVIVT01022520001
syn_tree/RAxML_bipartitions.0000755.cds.aln.raxml.out	N12	23	gnl_Anaco_Aco012584.mRNA1	gnl_Anaco_Aco011175.mRNA1
syn_tree/RAxML_bipartitions.0000756.cds.aln.raxml.out	N11	96	gnl_Orysa_v7.0_LOC_Os05g44922.1	gnl_Orysa_v7.0_LOC_Os01g53680.1
syn_tree/RAxML_bipartitions.0000756.cds.aln.raxml.out	N11	23	gnl_Bradi1.2_Bradi2g05720.1	gnl_Bradi1.2_Bradi1g49300.1
syn_tree/RAxML_bipartitions.0000756.cds.aln.raxml.out	N5	96	gnl_Phaeq_PEQU_21106	gnl_Phaeq_PEQU_23802
syn_tree/RAxML_bipartitions.0000756.cds.aln.raxml.out	N12	61	gnl_Anaco_Aco005968.mRNA1	gnl_Anaco_Aco005646.mRNA1
syn_tree/RAxML_bipartitions.0000756.cds.aln.raxml.out	N17	80	gnl_Denca_Dca024197	gnl_Denca_Dca024194
syn_tree/RAxML_bipartitions.0000756.cds.aln.raxml.out	N6	92	gnl_Aspof_V1_evm.model.AsparagusV1_05.2668	gnl_Aspof_V1_evm.model.AsparagusV1_01.305
syn_tree/RAxML_bipartitions.0000757.cds.aln.raxml.out	N17	42	gnl_Yucal_TR19563_c2_g3_i1	gnl_Yucal_TR62058_c3_g1_i1
syn_tree/RAxML_bipartitions.0000757.cds.aln.raxml.out	N3	33	gnl_Vitvi_Genoscope.12X_GSVIVT01016960001	gnl_Vitvi_Genoscope.12X_GSVIVT01015280001
syn_tree/RAxML_bipartitions.0000761.cds.aln.raxml.out	N12	34	gnl_Anaco_Aco004204.mRNA1	gnl_Anaco_Aco009656.mRNA1
syn_tree/RAxML_bipartitions.0000761.cds.aln.raxml.out	N6	71	gnl_Aspof_V1_evm.model.AsparagusV1_03.3043	gnl_Aspof_V1_evm.model.AsparagusV1_08.717
syn_tree/RAxML_bipartitions.0000761.cds.aln.raxml.out	N5	79	gnl_Denca_Dca020859	gnl_Denca_Dca017335
syn_tree/RAxML_bipartitions.0000761.cds.aln.raxml.out	N11	86	gnl_Sorbi_v2.1_Sobic.009G063200.1	gnl_Sorbi_v2.1_Sobic.003G049800.1
syn_tree/RAxML_bipartitions.0000764.cds.aln.raxml.out	N3	90	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_36.112	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_996.1
syn_tree/RAxML_bipartitions.0000764.cds.aln.raxml.out	N15	50	gnl_Elagu_v2.0_p5_sc00031.V1.gene191	gnl_Elagu_v2.0_p5_sc00454.V1.gene24
syn_tree/RAxML_bipartitions.0000766.cds.aln.raxml.out	N11	32	gnl_Orysa_v7.0_LOC_Os06g43860.1	gnl_Orysa_v7.0_LOC_Os08g19650.1
syn_tree/RAxML_bipartitions.0000769.cds.aln.raxml.out	N16	31	gnl_Acoam_MTII-2000751-Acorus_americanus	gnl_Acoam_MTII-2001182-Acorus_americanus
syn_tree/RAxML_bipartitions.0000769.cds.aln.raxml.out	N5	100	gnl_Denca_Dca015010	gnl_Denca_Dca026455
syn_tree/RAxML_bipartitions.0000769.cds.aln.raxml.out	N16	68	gnl_Acoam_MTII-2042164-Acorus_americanus	gnl_Acoam_MTII-2007058-Acorus_americanus
syn_tree/RAxML_bipartitions.0000769.cds.aln.raxml.out	N14	63	gnl_Yucal_TR48339_c0_g2_i1	gnl_Yucal_TR32156_c0_g2_i3
syn_tree/RAxML_bipartitions.0000769.cds.aln.raxml.out	N13	13	gnl_Sorbi_v2.1_Sobic.003G353600.1	gnl_Sorbi_v2.1_Sobic.002G049800.1
syn_tree/RAxML_bipartitions.0000769.cds.aln.raxml.out	N11	96	gnl_Orysa_v7.0_LOC_Os05g01910.1	gnl_Orysa_v7.0_LOC_Os01g74030.1
syn_tree/RAxML_bipartitions.0000769.cds.aln.raxml.out	N5	94	gnl_Denca_Dca009341	gnl_Denca_Dca001968
syn_tree/RAxML_bipartitions.0000769.cds.aln.raxml.out	N6	59	gnl_Aspof_V1_evm.model.AsparagusV1_10.1574	gnl_Aspof_V1_evm.model.AsparagusV1_04.1771
syn_tree/RAxML_bipartitions.0000769.cds.aln.raxml.out	N3	59	gnl_Solly_iTAGv2.3_Solyc04g011580.2.1	gnl_Solly_iTAGv2.3_Solyc06g076340.2.1
syn_tree/RAxML_bipartitions.0000770.cds.aln.raxml.out	N5	100	gnl_Phaeq_PEQU_04649	gnl_Phaeq_PEQU_00448
syn_tree/RAxML_bipartitions.0000770.cds.aln.raxml.out	N13	30	gnl_Elagu_v2.0_p5_sc00019.V1.gene361	gnl_Elagu_v2.0_p5_sc00203.V1.gene25
syn_tree/RAxML_bipartitions.0000770.cds.aln.raxml.out	N6	93	gnl_Aspof_V1_evm.model.AsparagusV1_05.3434	gnl_Aspof_V1_evm.model.AsparagusV1_01.28
syn_tree/RAxML_bipartitions.0000775.cds.aln.raxml.out	N11	100	gnl_Orysa_v7.0_LOC_Os04g46390.2	gnl_Orysa_v7.0_LOC_Os02g43930.1
syn_tree/RAxML_bipartitions.0000775.cds.aln.raxml.out	N6	65	gnl_Aspof_V1_evm.model.AsparagusV1_07.3376	gnl_Aspof_V1_evm.model.AsparagusV1_06.1850
syn_tree/RAxML_bipartitions.0000779.cds.aln.raxml.out	N5	53	gnl_Phaeq_PEQU_15240	gnl_Phaeq_PEQU_00376
syn_tree/RAxML_bipartitions.0000779.cds.aln.raxml.out	N3	29	gnl_Vitvi_Genoscope.12X_GSVIVT01035804001	gnl_Vitvi_Genoscope.12X_GSVIVT01015482001
syn_tree/RAxML_bipartitions.0000784.cds.aln.raxml.out	N3	83	gnl_Vitvi_Genoscope.12X_GSVIVT01001088001	gnl_Vitvi_Genoscope.12X_GSVIVT01032985001
syn_tree/RAxML_bipartitions.0000784.cds.aln.raxml.out	N7	76	gnl_Aspof_V1_evm.model.AsparagusV1_02.440	gnl_Aspof_V1_evm.model.AsparagusV1_09.1040
syn_tree/RAxML_bipartitions.0000784.cds.aln.raxml.out	N5	91	gnl_Phaeq_PEQU_10484	gnl_Phaeq_PEQU_07845
syn_tree/RAxML_bipartitions.0000784.cds.aln.raxml.out	N14	10	gnl_Yucal_TR52340_c1_g1_i2	gnl_Yucal_TR40932_c1_g2_i2
syn_tree/RAxML_bipartitions.0000790.cds.aln.raxml.out	N3	48	gnl_Vitvi_Genoscope.12X_GSVIVT01008220001	gnl_Vitvi_Genoscope.12X_GSVIVT01003978001
syn_tree/RAxML_bipartitions.0000791.cds.aln.raxml.out	N16	18	gnl_Musac_v1.0_GSMUA_Achr3G03210_001	gnl_Musac_v1.0_GSMUA_Achr3G15470_001
syn_tree/RAxML_bipartitions.0000791.cds.aln.raxml.out	N5	91	gnl_Phaeq_PEQU_18650	gnl_Phaeq_PEQU_26056
syn_tree/RAxML_bipartitions.0000792.cds.aln.raxml.out	N14	100	gnl_Aspof_V1_evm.model.AsparagusV1_01.2405	gnl_Aspof_V1_evm.model.AsparagusV1_03.2952
syn_tree/RAxML_bipartitions.0000792.cds.aln.raxml.out	N7	98	gnl_Yucal_TR45661_c3_g1_i3	gnl_Yucal_TR19520_c2_g1_i4
syn_tree/RAxML_bipartitions.0000792.cds.aln.raxml.out	N5	100	gnl_Phaeq_PEQU_00907	gnl_Phaeq_PEQU_25474
syn_tree/RAxML_bipartitions.0000792.cds.aln.raxml.out	N6	49	Asasp_c78234_g1_i1	Asasp_c37051_g1_i1
syn_tree/RAxML_bipartitions.0000792.cds.aln.raxml.out	N3	77	gnl_Solly_iTAGv2.3_Solyc07g005600.2.1	gnl_Solly_iTAGv2.3_Solyc08g006820.2.1
syn_tree/RAxML_bipartitions.0000792.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_01.16	gnl_Aspof_V1_evm.model.AsparagusV1_05.3400
syn_tree/RAxML_bipartitions.0000793.cds.aln.raxml.out	N6	99	Asasp_c13856_g1_i3	Asasp_c21762_g1_i9
syn_tree/RAxML_bipartitions.0000793.cds.aln.raxml.out	N3	81	gnl_Solly_iTAGv2.3_Solyc11g042460.1.1	gnl_Solly_iTAGv2.3_Solyc01g103230.2.1
syn_tree/RAxML_bipartitions.0000793.cds.aln.raxml.out	N9	50	gnl_Musac_v1.0_GSMUA_Achr4G30190_001	gnl_Musac_v1.0_GSMUA_Achr4G26470_001
syn_tree/RAxML_bipartitions.0000793.cds.aln.raxml.out	N11	59	gnl_Bradi1.2_Bradi3g28580.1	gnl_Bradi1.2_Bradi1g28847.1
syn_tree/RAxML_bipartitions.0000793.cds.aln.raxml.out	N5	100	gnl_Denca_Dca003093	gnl_Denca_Dca003092
syn_tree/RAxML_bipartitions.0000795.cds.aln.raxml.out	N11	98	gnl_Bradi1.2_Bradi1g28620.1	gnl_Bradi1.2_Bradi1g07770.1
syn_tree/RAxML_bipartitions.0000795.cds.aln.raxml.out	N11	89	gnl_Sorbi_v2.1_Sobic.004G061600.1	gnl_Sorbi_v2.1_Sobic.007G086800.1
syn_tree/RAxML_bipartitions.0000807.cds.aln.raxml.out	N7	100	gnl_Aspof_V1_evm.model.AsparagusV1_07.445	gnl_Aspof_V1_evm.model.AsparagusV1_01.1668
syn_tree/RAxML_bipartitions.0000807.cds.aln.raxml.out	N11	100	gnl_Sorbi_v2.1_Sobic.005G087800.1	gnl_Sorbi_v2.1_Sobic.008G071300.1
syn_tree/RAxML_bipartitions.0000807.cds.aln.raxml.out	N11	100	gnl_Bradi1.2_Bradi1g65520.1	gnl_Bradi1.2_Bradi1g16630.1
syn_tree/RAxML_bipartitions.0000807.cds.aln.raxml.out	N5	100	gnl_Denca_Dca010227	gnl_Denca_Dca001122
syn_tree/RAxML_bipartitions.0000810.cds.aln.raxml.out	N11	68	gnl_Orysa_v7.0_LOC_Os04g57440.1	gnl_Orysa_v7.0_LOC_Os04g57490.1
syn_tree/RAxML_bipartitions.0000810.cds.aln.raxml.out	N9	39	gnl_Musac_v1.0_GSMUA_Achr1G15920_001	gnl_Musac_v1.0_GSMUA_Achr4G12910_001
syn_tree/RAxML_bipartitions.0000810.cds.aln.raxml.out	N6	96	gnl_Aspof_V1_evm.model.AsparagusV1_01.138	gnl_Aspof_V1_evm.model.AsparagusV1_05.3255
syn_tree/RAxML_bipartitions.0000810.cds.aln.raxml.out	N17	92	gnl_Acoam_MTII-2001839-Acorus_americanus	gnl_Acoam_MTII-2036118-Acorus_americanus
syn_tree/RAxML_bipartitions.0000816.cds.aln.raxml.out	N7	36	gnl_Aspof_V1_evm.model.AsparagusV1_09.101	gnl_Aspof_V1_evm.model.AsparagusV1_02.780
syn_tree/RAxML_bipartitions.0000816.cds.aln.raxml.out	N3	100	gnl_Vitvi_Genoscope.12X_GSVIVT01031436001	gnl_Vitvi_Genoscope.12X_GSVIVT01005022001
syn_tree/RAxML_bipartitions.0000818.cds.aln.raxml.out	N12	13	gnl_Anaco_Aco025505.mRNA1	gnl_Anaco_Aco001495.mRNA1
syn_tree/RAxML_bipartitions.0000818.cds.aln.raxml.out	N11	69	gnl_Orysa_v7.0_LOC_Os01g21320.1	gnl_Orysa_v7.0_LOC_Os07g47700.1
syn_tree/RAxML_bipartitions.0000818.cds.aln.raxml.out	N13	6	gnl_Elagu_v2.0_p5_sc00099.V1.gene273	gnl_Elagu_v2.0_p5_sc00003.V1.gene286
syn_tree/RAxML_bipartitions.0000820.cds.aln.raxml.out	N5	97	gnl_Phaeq_PEQU_24875	gnl_Phaeq_PEQU_14272
syn_tree/RAxML_bipartitions.0000821.cds.aln.raxml.out	N15	51	gnl_Denca_Dca016344	gnl_Denca_Dca002695
syn_tree/RAxML_bipartitions.0000821.cds.aln.raxml.out	N16	93	gnl_Aspof_V1_evm.model.AsparagusV1_05.3221	gnl_Aspof_V1_evm.model.AsparagusV1_05.3215
syn_tree/RAxML_bipartitions.0000821.cds.aln.raxml.out	N11	100	gnl_Bradi1.2_Bradi3g06550.1	gnl_Bradi1.2_Bradi1g35340.1
syn_tree/RAxML_bipartitions.0000821.cds.aln.raxml.out	N3	79	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_132.39	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_284.8
syn_tree/RAxML_bipartitions.0000821.cds.aln.raxml.out	N14	95	gnl_Elagu_v2.0_p5_sc00005.V1.gene208	gnl_Elagu_v2.0_p5_sc00109.V1.gene144
syn_tree/RAxML_bipartitions.0000823.cds.aln.raxml.out	N11	100	gnl_Sorbi_v2.1_Sobic.001G203700.1	gnl_Sorbi_v2.1_Sobic.001G464600.1
syn_tree/RAxML_bipartitions.0000823.cds.aln.raxml.out	N6	98	gnl_Aspof_V1_evm.model.AsparagusV1_04.1877	gnl_Aspof_V1_evm.model.AsparagusV1_10.1444
syn_tree/RAxML_bipartitions.0000825.cds.aln.raxml.out	N17	77	gnl_Sorbi_v2.1_Sobic.002G068900.1	gnl_Sorbi_v2.1_Sobic.001G035400.1
syn_tree/RAxML_bipartitions.0000825.cds.aln.raxml.out	N3	61	gnl_Vitvi_Genoscope.12X_GSVIVT01016596001	gnl_Vitvi_Genoscope.12X_GSVIVT01025028001
syn_tree/RAxML_bipartitions.0000825.cds.aln.raxml.out	N11	85	gnl_Orysa_v7.0_LOC_Os07g13530.1	gnl_Orysa_v7.0_LOC_Os03g60530.1
syn_tree/RAxML_bipartitions.0000825.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_08.3495	gnl_Aspof_V1_evm.model.AsparagusV1_02.184
syn_tree/RAxML_bipartitions.0000825.cds.aln.raxml.out	N15	35	gnl_Elagu_v2.0_p5_sc00003.V1.gene240	gnl_Elagu_v2.0_p5_sc00069.V1.gene412
syn_tree/RAxML_bipartitions.0000825.cds.aln.raxml.out	N12	61	gnl_Anaco_Aco015473.mRNA1	gnl_Anaco_Aco000540.mRNA1
syn_tree/RAxML_bipartitions.0000825.cds.aln.raxml.out	N14	25	gnl_Yucal_TR4172_c2_g2_i4	gnl_Yucal_TR4172_c2_g3_i2
syn_tree/RAxML_bipartitions.0000832.cds.aln.raxml.out	N7	19	gnl_Aspof_V1_evm.model.AsparagusV1_06.745	gnl_Aspof_V1_evm.model.AsparagusV1_07.2445
syn_tree/RAxML_bipartitions.0000832.cds.aln.raxml.out	N6	96	gnl_Aspof_V1_evm.model.AsparagusV1_10.200	gnl_Aspof_V1_evm.model.AsparagusV1_05.422
syn_tree/RAxML_bipartitions.0000832.cds.aln.raxml.out	N15	63	gnl_Elagu_v2.0_p5_sc00013.V1.gene882	gnl_Elagu_v2.0_p5_sc00129.V1.gene74
syn_tree/RAxML_bipartitions.0000838.cds.aln.raxml.out	N11	100	gnl_Sorbi_v2.1_Sobic.008G173900.1	gnl_Sorbi_v2.1_Sobic.001G154900.1
syn_tree/RAxML_bipartitions.0000838.cds.aln.raxml.out	N2	36	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_103.18	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_103.16
syn_tree/RAxML_bipartitions.0000838.cds.aln.raxml.out	N3	73	gnl_Vitvi_Genoscope.12X_GSVIVT01034615001	gnl_Vitvi_Genoscope.12X_GSVIVT01037591001
syn_tree/RAxML_bipartitions.0000838.cds.aln.raxml.out	N5	100	gnl_Denca_Dca021452	gnl_Denca_Dca001718
syn_tree/RAxML_bipartitions.0000841.cds.aln.raxml.out	N5	78	gnl_Phaeq_PEQU_09518	gnl_Phaeq_PEQU_28312
syn_tree/RAxML_bipartitions.0000841.cds.aln.raxml.out	N2	12	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_14.95	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_111.15
syn_tree/RAxML_bipartitions.0000843.cds.aln.raxml.out	N11	100	gnl_Orysa_v7.0_LOC_Os04g49430.1	gnl_Orysa_v7.0_LOC_Os02g45980.1
syn_tree/RAxML_bipartitions.0000843.cds.aln.raxml.out	N16	87	gnl_Acoam_MTII-2003447-Acorus_americanus	gnl_Acoam_MTII-2008916-Acorus_americanus
syn_tree/RAxML_bipartitions.0000843.cds.aln.raxml.out	N14	76	gnl_Aspof_V1_evm.model.AsparagusV1_01.489	gnl_Aspof_V1_evm.model.AsparagusV1_03.1702
syn_tree/RAxML_bipartitions.0000843.cds.aln.raxml.out	N3	99	gnl_Carpa_ASGPBv0.4_evm.TU.contig_41834.1	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_157.70
syn_tree/RAxML_bipartitions.0000843.cds.aln.raxml.out	N11	100	gnl_Orysa_v7.0_LOC_Os05g31920.2	gnl_Orysa_v7.0_LOC_Os01g72320.1
syn_tree/RAxML_bipartitions.0000843.cds.aln.raxml.out	N16	79	gnl_Acoam_MTII-2038886-Acorus_americanus	gnl_Acoam_MTII-2000032-Acorus_americanus
syn_tree/RAxML_bipartitions.0000843.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_05.68	gnl_Aspof_V1_evm.model.AsparagusV1_07.1624
syn_tree/RAxML_bipartitions.0000844.cds.aln.raxml.out	N11	100	gnl_Orysa_v7.0_LOC_Os03g16760.1	gnl_Orysa_v7.0_LOC_Os05g02110.1
syn_tree/RAxML_bipartitions.0000844.cds.aln.raxml.out	N15	18	gnl_Phaeq_PEQU_34352	gnl_Phaeq_PEQU_34770
syn_tree/RAxML_bipartitions.0000844.cds.aln.raxml.out	N5	60	gnl_Denca_Dca006305	gnl_Denca_Dca011088
syn_tree/RAxML_bipartitions.0000845.cds.aln.raxml.out	N5	63	gnl_Denca_Dca003906	gnl_Denca_Dca022940
syn_tree/RAxML_bipartitions.0000845.cds.aln.raxml.out	N6	88	gnl_Aspof_V1_evm.model.AsparagusV1_10.528	gnl_Aspof_V1_evm.model.AsparagusV1_04.2566
syn_tree/RAxML_bipartitions.0000845.cds.aln.raxml.out	N17	66	gnl_Aspof_V1_evm.model.AsparagusV1_01.2115	gnl_Aspof_V1_evm.model.AsparagusV1_02.950
syn_tree/RAxML_bipartitions.0000846.cds.aln.raxml.out	N11	99	gnl_Bradi1.2_Bradi4g34600.1	gnl_Bradi1.2_Bradi3g41130.1
syn_tree/RAxML_bipartitions.0000846.cds.aln.raxml.out	N12	83	gnl_Anaco_Aco006662.mRNA1	gnl_Anaco_Aco004621.mRNA1
syn_tree/RAxML_bipartitions.0000846.cds.aln.raxml.out	N14	74	gnl_Aspof_V1_evm.model.AsparagusV1_02.1158	gnl_Aspof_V1_evm.model.AsparagusV1_10.461
syn_tree/RAxML_bipartitions.0000846.cds.aln.raxml.out	N17	47	gnl_Vitvi_Genoscope.12X_GSVIVT01008517001	gnl_Vitvi_Genoscope.12X_GSVIVT01001806001
syn_tree/RAxML_bipartitions.0000846.cds.aln.raxml.out	N16	61	gnl_Acoam_MTII-2005525-Acorus_americanus	gnl_Acoam_MTII-2032577-Acorus_americanus
syn_tree/RAxML_bipartitions.0000853.cds.aln.raxml.out	N11	99	gnl_Sorbi_v2.1_Sobic.001G364800.1	gnl_Sorbi_v2.1_Sobic.002G398500.1
syn_tree/RAxML_bipartitions.0000853.cds.aln.raxml.out	N13	45	gnl_Elagu_v2.0_p5_sc00288.V1.gene103	gnl_Elagu_v2.0_p5_sc00137.V1.gene95
syn_tree/RAxML_bipartitions.0000853.cds.aln.raxml.out	N17	56	gnl_Acoam_MTII-2038718-Acorus_americanus	gnl_Acoam_MTII-2036513-Acorus_americanus
syn_tree/RAxML_bipartitions.0000853.cds.aln.raxml.out	N3	92	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_75.102	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_395.5
syn_tree/RAxML_bipartitions.0000853.cds.aln.raxml.out	N7	48	gnl_Aspof_V1_evm.model.AsparagusV1_05.1050	gnl_Aspof_V1_evm.model.AsparagusV1_07.904
syn_tree/RAxML_bipartitions.0000854.cds.aln.raxml.out	N7	83	gnl_Aspof_V1_evm.model.AsparagusV1_04.1044	gnl_Aspof_V1_evm.model.AsparagusV1_04.1042
syn_tree/RAxML_bipartitions.0000854.cds.aln.raxml.out	N5	97	gnl_Denca_Dca000280	gnl_Denca_Dca017782
syn_tree/RAxML_bipartitions.0000854.cds.aln.raxml.out	N11	93	gnl_Orysa_v7.0_LOC_Os06g02590.1	gnl_Orysa_v7.0_LOC_Os02g01270.1
syn_tree/RAxML_bipartitions.0000855.cds.aln.raxml.out	N5	96	gnl_Phaeq_PEQU_18008	gnl_Phaeq_PEQU_25913
syn_tree/RAxML_bipartitions.0000856.cds.aln.raxml.out	N11	100	gnl_Bradi1.2_Bradi1g68450.1	gnl_Bradi1.2_Bradi3g20770.1
syn_tree/RAxML_bipartitions.0000856.cds.aln.raxml.out	N14	59	gnl_Anaco_Aco021464.mRNA1	gnl_Anaco_Aco023319.mRNA1
syn_tree/RAxML_bipartitions.0000856.cds.aln.raxml.out	N11	99	gnl_Sorbi_v2.1_Sobic.009G154600.1	gnl_Sorbi_v2.1_Sobic.003G364600.1
syn_tree/RAxML_bipartitions.0000863.cds.aln.raxml.out	N3	72	gnl_Vitvi_Genoscope.12X_GSVIVT01017283001	gnl_Vitvi_Genoscope.12X_GSVIVT01015508001
syn_tree/RAxML_bipartitions.0000864.cds.aln.raxml.out	N3	99	gnl_Solly_iTAGv2.3_Solyc01g088100.2.1	gnl_Solly_iTAGv2.3_Solyc01g008600.2.1
syn_tree/RAxML_bipartitions.0000864.cds.aln.raxml.out	N14	32	gnl_Musac_v1.0_GSMUA_Achr8G09370_001	gnl_Musac_v1.0_GSMUA_Achr11G25030_001
syn_tree/RAxML_bipartitions.0000864.cds.aln.raxml.out	N11	67	gnl_Bradi1.2_Bradi4g44040.1	gnl_Bradi1.2_Bradi1g63570.1
syn_tree/RAxML_bipartitions.0000864.cds.aln.raxml.out	N7	60	gnl_Yucal_TR60870_c2_g1_i2	gnl_Yucal_TR60870_c4_g1_i4
syn_tree/RAxML_bipartitions.0000871.cds.aln.raxml.out	N5	68	gnl_Phaeq_PEQU_08337	gnl_Phaeq_PEQU_36129
syn_tree/RAxML_bipartitions.0000871.cds.aln.raxml.out	N14	84	gnl_Elagu_v2.0_p5_sc00004.V1.gene1198	gnl_Elagu_v2.0_p5_sc00104.V1.gene341
syn_tree/RAxML_bipartitions.0000871.cds.aln.raxml.out	N11	51	gnl_Bradi1.2_Bradi1g06090.1	gnl_Bradi1.2_Bradi1g56510.1
syn_tree/RAxML_bipartitions.0000871.cds.aln.raxml.out	N16	2	gnl_Musac_v1.0_GSMUA_Achr2G17510_001	gnl_Musac_v1.0_GSMUA_Achr9G25840_001
syn_tree/RAxML_bipartitions.0000871.cds.aln.raxml.out	N11	98	gnl_Bradi1.2_Bradi2g33600.1	gnl_Bradi1.2_Bradi2g05400.2
syn_tree/RAxML_bipartitions.0000880.cds.aln.raxml.out	N15	65	gnl_Aspof_V1_evm.model.AsparagusV1_07.3580	gnl_Aspof_V1_evm.model.AsparagusV1_06.494
syn_tree/RAxML_bipartitions.0000880.cds.aln.raxml.out	N12	86	gnl_Bradi1.2_Bradi1g43980.1	gnl_Bradi1.2_Bradi3g36460.1
